Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
655-07-2265,A,Normal,Male,PID284,3,11.7465,246.6765,05/03/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4
610-46-4100,A,Normal,Male,PID285,7,10.1325,212.7825,03/03/2019,20:31,Credit card,202.65,4.761904762,10.1325,6
169-52-4504,A,Normal,Female,PID286,3,2.3535,49.4235,14/03/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8
518-17-2983,A,Normal,Female,PID287,4,9.726,204.246,04/02/2019,15:44,Ewallet,194.52,4.761904762,9.726,7.6
811-03-8790,A,Normal,Female,PID288,10,22.74,477.54,01/03/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8
305-03-2383,A,Normal,Female,PID289,3,10.065,211.365,15/02/2019,10:36,Cash,201.3,4.761904762,10.065,7.5
157-13-5295,A,Member,Male,PID29,10,25.97,545.37,09/03/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5
445-30-9252,A,Normal,Male,PID290,3,3.855,80.955,17/01/2019,17:59,Ewallet,77.1,4.761904762,3.855,6.1
258-92-7466,A,Normal,Female,PID291,5,8.92,187.32,06/02/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6
788-21-5741,A,Normal,Male,PID292,3,6.807,142.947,17/02/2019,13:34,Credit card,136.14,4.761904762,6.807,7.2
635-28-5728,A,Normal,Male,PID293,3,8.4,176.4,28/02/2019,19:33,Ewallet,168,4.761904762,8.4,4.8
805-86-0265,A,Normal,Male,PID294,9,42.282,887.922,20/03/2019,11:32,Cash,845.64,4.761904762,42.282,9.8
585-86-8361,A,Normal,F,PID295,5,6.82,143.22,03/02/2019,10:31,Credit card,136.4,4.761904762,6.82,8.6
652-43-6591,A,Normal,F,PID296,8,38.916,817.236,09/03/2019,13:18,Credit card,778.32,4.761904762,38.916,6.2
406-46-7107,A,Normal,F,PID297,6,28.956,608.076,11/01/2019,11:52,Cash,579.12,4.761904762,28.956,4.5
156-95-3964,A,Normal,F,PID298,4,11.078,232.638,25/03/2019,15:19,Ewallet,221.56,4.761904762,11.078,8
886-54-6089,A,Normal,F,PID299,6,3.429,72.009,15/01/2019,17:24,Cash,68.58,4.761904762,3.429,7.7
217-58-1179,A,Member,Male,PID30,4,12.53,263.13,05/01/2019,11:25,Cash,250.6,4.761904762,12.53,4.2
534-53-3526,A,Normal,F,PID300,4,18.952,397.992,11/02/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8
404-91-5964,A,Normal,M,PID301,7,26.103,548.163,04/02/2019,16:09,Credit card,522.06,4.761904762,26.103,9
497-37-6538,A,Normal,M,PID302,7,20.6185,432.9885,17/01/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7
651-96-5970,A,Normal,M,PID303,1,2.3205,48.7305,03/03/2019,20:06,Credit card,46.41,4.761904762,2.3205,4
702-72-0487,A,Normal,Female,PID304,2,4.661,97.881,26/02/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6
220-68-6701,A,Normal,Female,PID305,4,15.494,325.374,17/03/2019,16:36,Cash,309.88,4.761904762,15.494,4.2
618-34-8551,A,Normal,Female,PID306,2,9.318,195.678,16/01/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
257-60-7754,A,Normal,Female,PID307,4,10.046,210.966,08/01/2019,17:12,Cash,200.92,4.761904762,10.046,9
380-60-5336,A,Normal,Female,PID308,10,20.13,422.73,24/02/2019,18:06,Credit card,402.6,4.761904762,20.13,5
674-56-6360,A,Normal,Male,PID309,1,4.7575,99.9075,22/03/2019,14:00,Cash,95.15,4.761904762,4.7575,6
530-90-9855,A,Member,Male,PID31,8,19.036,399.756,01/01/2019,14:47,Cash,380.72,4.761904762,19.036,5.7
832-51-6761,A,Normal,Male,PID310,8,13.552,284.592,19/01/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6
276-75-6884,A,Normal,Female,PID311,3,10.3065,216.4365,04/03/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
237-44-6163,A,Normal,Male,PID312,8,4.224,88.704,24/01/2019,17:43,Cash,84.48,4.761904762,4.224,7.6
807-34-3742,A,Normal,Male,PID313,1,2.619,54.999,26/03/2019,19:44,Cash,52.38,4.761904762,2.619,5.8
497-36-0989,A,Normal,Male,PID314,3,7.791,163.611,15/02/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
896-34-0956,A,Normal,Male,PID315,1,1.066,22.386,26/01/2019,12:43,Cash,21.32,4.761904762,1.066,5.9
125-45-2293,A,Normal,Female,PID316,6,29.73,624.33,19/01/2019,13:11,Cash,594.6,4.761904762,29.73,4.2
843-73-4724,A,Normal,Male,PID317,1,3.705,77.805,25/01/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
409-33-9708,A,Normal,Female,PID318,2,9.848,206.808,19/02/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2
852-82-2749,A,Normal,Male,PID319,4,12.918,271.278,06/01/2019,13:35,Ewallet,258.36,4.761904762,12.918,9.3
604-70-6476,A,Member,Male,PID32,5,4.485,94.185,23/01/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8
448-61-3783,A,Normal,Female,PID320,8,36.008,756.168,21/03/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
460-93-5834,A,Normal,Male,PID321,7,15.953,335.013,13/01/2019,10:03,Cash,319.06,4.761904762,15.953,5
865-41-9075,A,Normal,Male,PID322,7,4.0355,84.7455,28/01/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
453-33-6436,A,Normal,Female,PID323,8,37.248,782.208,07/02/2019,10:09,Cash,744.96,4.761904762,37.248,6.8
749-81-8133,A,Normal,Female,PID324,4,18.934,397.614,11/03/2019,12:04,Cash,378.68,4.761904762,18.934,6.8
243-55-8457,A,Normal,Female,PID325,10,37.22,781.62,27/02/2019,11:40,Ewallet,744.4,4.761904762,37.22,5.1
361-85-2571,A,Normal,Female,PID326,5,22.37,469.77,30/03/2019,10:18,Cash,447.4,4.761904762,22.37,7.4
720-72-2436,A,Normal,Male,PID327,4,13.304,279.384,02/03/2019,18:14,Ewallet,266.08,4.761904762,13.304,6.9
809-69-9497,A,Normal,Female,PID328,10,22.84,479.64,19/01/2019,19:30,Ewallet,456.8,4.761904762,22.84,5.7
449-16-6770,A,Normal,Male,PID329,5,12.6975,266.6475,19/02/2019,14:53,Credit card,253.95,4.761904762,12.6975,5.3
799-71-1548,A,Member,Male,PID33,4,15.544,326.424,07/01/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8
489-82-1237,A,Normal,Female,PID330,7,32.858,690.018,05/01/2019,11:51,Credit card,657.16,4.761904762,32.858,7.3
846-10-0341,A,Normal,Female,PID331,7,14.8995,312.8895,06/01/2019,11:51,Cash,297.99,4.761904762,14.8995,6.8
593-08-5916,A,Normal,Female,PID332,1,0.775,16.275,19/03/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4
558-60-5016,A,Normal,Female,PID333,9,14.985,314.685,04/03/2019,15:27,Ewallet,299.7,4.761904762,14.985,7.2
605-03-2706,A,Normal,Female,PID334,3,2.37,49.77,25/03/2019,18:02,Cash,47.4,4.761904762,2.37,9.5
531-56-4728,A,Normal,Male,PID335,3,12.012,252.252,11/02/2019,15:29,Cash,240.24,4.761904762,12.012,5.4
221-25-5073,A,Normal,Female,PID336,4,14.932,313.572,04/03/2019,10:39,Cash,298.64,4.761904762,14.932,8.5
809-46-1866,A,Normal,Male,PID337,4,11.63,244.23,23/01/2019,17:44,Cash,232.6,4.761904762,11.63,8.4
886-18-2897,A,Normal,Female,PID338,5,14.14,296.94,22/03/2019,19:06,Credit card,282.8,4.761904762,14.14,4.5
745-74-0715,A,Normal,Male,PID339,2,5.803,121.863,10/03/2019,20:46,Ewallet,116.06,4.761904762,5.803,8.8
704-11-6354,A,Member,Male,PID34,8,23.56,494.76,06/01/2019,11:23,Cash,471.2,4.761904762,23.56,8.9
347-56-2442,A,Normal,Male,PID340,1,3.291,69.111,22/02/2019,15:33,Cash,65.82,4.761904762,3.291,4.1
692-92-5582,B,Member,Female,PID341,3,8.226,172.746,20-Feb-19,13:27,Credit card,164.52,4.761904762,8.226,5.9
351-62-0822,B,Member,Female,PID342,4,2.896,60.816,06-Feb-19,18:07,Ewallet,57.92,4.761904762,2.896,4.5
529-56-3974,B,Member,Male,PID343,4,5.102,107.142,09-Mar-19,17:03,Cash,102.04,4.761904762,5.102,6.8
299-46-1805,B,Member,Female,PID344,6,28.116,590.436,15-Jan-19,16:19,Cash,562.32,4.761904762,28.116,4.5
149-71-6266,B,Member,Male,PID345,9,35.1315,737.7615,28-Jan-19,12:43,Cash,702.63,4.761904762,35.1315,4.5
777-82-7220,B,Member,Male,PID346,8,12.048,253.008,03-Mar-19,13:01,Cash,240.96,4.761904762,12.048,7.7
280-35-5823,B,Member,Female,PID347,1,4.336,91.056,17-Jan-19,18:45,Ewallet,86.72,4.761904762,4.336,7.9
354-25-5821,B,Member,Female,PID348,6,20.736,435.456,08-Feb-19,13:03,Cash,414.72,4.761904762,20.736,5.6
132-32-9879,B,Member,Female,PID349,4,18.792,394.632,09-Mar-19,18:00,Cash,375.84,4.761904762,18.792,9.5
366-93-0948,A,Member,Male,PID35,1,3.3175,69.6675,31/01/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7
370-41-7321,B,Member,Male,PID350,9,25.5105,535.7205,27-Feb-19,17:24,Credit card,510.21,4.761904762,25.5105,8.4
727-46-3608,B,Member,Female,PID351,9,9.0045,189.0945,06-Feb-19,15:47,Ewallet,180.09,4.761904762,9.0045,4.1
669-54-1719,B,Member,Male,PID352,6,5.679,119.259,10-Feb-19,12:45,Credit card,113.58,4.761904762,5.679,8.1
616-24-2851,B,Member,Female,PID353,4,3.574,75.054,22-Mar-19,14:42,Ewallet,71.48,4.761904762,3.574,6.5
347-34-2234,B,Member,Female,PID354,9,24.7815,520.4115,03-Feb-19,13:40,Ewallet,495.63,4.761904762,24.7815,10
853-23-2453,B,Member,Male,PID355,4,15.148,318.108,14-Feb-19,14:35,Cash,302.96,4.761904762,15.148,7.6
109-28-2512,B,Member,Female,PID356,6,29.283,614.943,07-Jan-19,15:01,Ewallet,585.66,4.761904762,29.283,9.9
510-95-6347,B,Member,Female,PID357,3,7.278,152.838,05-Mar-19,18:17,Ewallet,145.56,4.761904762,7.278,4
152-08-9985,B,Member,Male,PID358,9,28.962,608.202,12-Mar-19,12:09,Credit card,579.24,4.761904762,28.962,8.6
479-26-8945,B,Member,Female,PID359,2,1.649,34.629,05-Feb-19,11:32,Ewallet,32.98,4.761904762,1.649,4.6
729-09-9681,A,Member,Male,PID36,6,7.773,163.233,05/02/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7
291-32-1427,B,Member,Male,PID360,5,5.485,115.185,05-Mar-19,12:29,Ewallet,109.7,4.761904762,5.485,5.3
659-65-8956,B,Member,Male,PID361,1,2.568,53.928,16-Jan-19,15:26,Ewallet,51.36,4.761904762,2.568,5.2
219-22-9386,B,Member,Male,PID362,9,44.982,944.622,09-Mar-19,17:26,Credit card,899.64,4.761904762,44.982,4.2
268-27-6179,B,Member,Female,PID363,8,22.588,474.348,09-Mar-19,14:57,Ewallet,451.76,4.761904762,22.588,7.3
590-83-4591,B,Member,Male,PID364,6,26.235,550.935,17-Feb-19,14:40,Credit card,524.7,4.761904762,26.235,8.8
262-47-2794,B,Member,Male,PID365,8,28.744,603.624,06-Mar-19,15:07,Credit card,574.88,4.761904762,28.744,6.2
608-96-3517,B,Member,Female,PID366,4,18.308,384.468,23-Mar-19,19:20,Credit card,366.16,4.761904762,18.308,4.8
279-74-2924,B,Member,Male,PID367,1,3.6085,75.7785,04-Jan-19,19:40,Cash,72.17,4.761904762,3.6085,6.1
743-04-1105,B,Member,Male,PID368,9,43.749,918.729,30-Mar-19,14:43,Ewallet,874.98,4.761904762,43.749,6
505-02-0892,B,Member,Male,PID369,8,17.028,357.588,25-Feb-19,14:12,Ewallet,340.56,4.761904762,17.028,5.6
151-16-1484,A,Member,Male,PID37,4,6.45,135.45,13/02/2019,12:38,Ewallet,129,4.761904762,6.45,6.5
316-55-4634,B,Member,Male,PID370,5,20.0125,420.2625,26-Jan-19,12:45,Credit card,400.25,4.761904762,20.0125,9.4
608-27-6295,B,Member,Male,PID371,6,15.867,333.207,19-Jan-19,17:34,Credit card,317.34,4.761904762,15.867,9.8
895-66-0685,B,Member,Male,PID372,3,2.712,56.952,05-Mar-19,19:46,Ewallet,54.24,4.761904762,2.712,8
305-14-0245,B,Member,Female,PID373,8,37.796,793.716,03-Mar-19,19:00,Ewallet,755.92,4.761904762,37.796,7.5
529-56-3980,B,Normal,M,PID373,3,13.197,277.137,05/03/2020,10:40,Ewallet,263.94,4.761904762,13.197,5.1
732-04-5373,B,Member,Male,PID374,4,9.294,195.174,08-Feb-19,10:53,Cash,185.88,4.761904762,9.294,7
542-41-0513,B,Member,Female,PID375,4,11.498,241.458,15-Mar-19,11:57,Cash,229.96,4.761904762,11.498,6.6
875-46-5808,B,Member,Male,PID376,10,12.95,271.95,06-Feb-19,14:51,Ewallet,259,4.761904762,12.95,8.7
394-43-4238,B,Member,Male,PID377,5,4.4425,93.2925,15-Feb-19,12:42,Credit card,88.85,4.761904762,4.4425,5.4
891-58-8335,B,Member,Female,PID378,7,10.3635,217.6335,11-Mar-19,15:53,Cash,207.27,4.761904762,10.3635,6.5
836-82-5858,B,Member,Male,PID379,9,31.2165,655.5465,26-Jan-19,19:14,Ewallet,624.33,4.761904762,31.2165,4
447-15-7839,A,Member,Female,PID38,10,11.12,233.52,09/02/2019,11:00,Cash,222.4,4.761904762,11.12,4.2
466-61-5506,B,Member,Female,PID380,6,27.21,571.41,26-Feb-19,10:52,Cash,544.2,4.761904762,27.21,5.3
545-46-3100,B,Member,Female,PID381,3,1.5885,33.3585,12-Mar-19,13:52,Credit card,31.77,4.761904762,1.5885,8.7
269-04-5750,B,Member,Male,PID382,4,14.764,310.044,21-Feb-19,18:31,Cash,295.28,4.761904762,14.764,6.7
346-84-3103,B,Member,Female,PID383,5,3.305,69.405,02-Mar-19,19:26,Cash,66.1,4.761904762,3.305,4.3
866-05-7563,B,Member,Female,PID384,3,12.21,256.41,09-Feb-19,19:43,Cash,244.2,4.761904762,12.21,4.8
845-51-0542,B,Member,Male,PID385,9,20.9475,439.8975,02-Feb-19,15:34,Ewallet,418.95,4.761904762,20.9475,6.4
110-48-7033,B,Member,Male,PID386,4,6.524,137.004,29-Jan-19,14:12,Cash,130.48,4.761904762,6.524,9
655-85-5130,B,Member,Female,PID387,4,7.66,160.86,13-Mar-19,19:22,Cash,153.2,4.761904762,7.66,5.7
571-94-0759,B,Member,Female,PID388,10,37.3,783.3,08-Jan-19,20:55,Cash,746,4.761904762,37.3,9.5
139-20-0155,B,Member,Male,PID389,10,20.15,423.15,24-Jan-19,17:37,Credit card,403,4.761904762,20.15,7
253-12-6086,A,Member,Female,PID39,7,34.44,723.24,12/03/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7
573-10-3877,B,Member,Male,PID390,1,1.9505,40.9605,12-Mar-19,16:46,Credit card,39.01,4.761904762,1.9505,4.7
532-59-7201,B,Member,Male,PID391,6,23.979,503.559,31-Jan-19,14:04,Cash,479.58,4.761904762,23.979,5.5
730-61-8757,B,Member,Male,PID392,4,10.226,214.746,25-Jan-19,10:11,Credit card,204.52,4.761904762,10.226,4
365-64-0519,A,Normal,M,PID392,3,8.2005,172.2105,21/01/2020,18:00,Credit card,164.01,4.761904762,8.2005,8.6
374-17-3652,B,Member,Female,PID393,9,19.269,404.649,05-Feb-19,15:26,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,B,Member,Male,PID394,3,7.2135,151.4835,10-Feb-19,18:23,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,B,Member,Female,PID395,7,19.5895,411.3795,05-Mar-19,19:06,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,B,Member,Female,PID396,7,26.915,565.215,15-Feb-19,20:21,Cash,538.3,4.761904762,26.915,7.7
115-99-4379,B,Member,Female,PID397,7,19.1555,402.2655,14-Mar-19,19:02,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,B,Member,Male,PID398,9,12.15,255.15,02-Mar-19,14:16,Cash,243,4.761904762,12.15,4.8
889-04-9723,B,Member,Female,PID399,4,17.828,374.388,07-Jan-19,12:20,Credit card,356.56,4.761904762,17.828,7.8
144-51-6085,A,Member,Male,PID40,4,14.148,297.108,05/01/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4
201-86-2184,B,Member,Female,PID400,7,9.191,193.011,02-Feb-19,19:40,Cash,183.82,4.761904762,9.191,9.9
843-01-4703,B,Member,Female,PID401,9,15.921,334.341,05-Jan-19,19:50,Credit card,318.42,4.761904762,15.921,9.6
525-88-7307,B,Member,Male,PID402,1,3.791,79.611,31-Jan-19,13:19,Cash,75.82,4.761904762,3.791,5.8
793-10-3222,B,Member,Female,PID403,6,12.318,258.678,05-Mar-19,13:30,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,B,Member,Male,PID404,9,8.658,181.818,04-Mar-19,16:28,Cash,173.16,4.761904762,8.658,8
725-32-9708,B,Member,Female,PID405,4,13.742,288.582,04-Jan-19,19:01,Cash,274.84,4.761904762,13.742,4.1
301-81-8610,B,Member,Male,PID406,8,10.168,213.528,19-Mar-19,19:42,Credit card,203.36,4.761904762,10.168,6.7
198-84-7132,B,Member,Male,PID407,9,18.2745,383.7645,02-Jan-19,13:40,Cash,365.49,4.761904762,18.2745,7
650-98-6268,B,Member,Female,PID408,3,3.1305,65.7405,20-Mar-19,13:53,Credit card,62.61,4.761904762,3.1305,8
394-30-3170,B,Member,Female,PID409,8,35.372,742.812,22-Mar-19,19:35,Credit card,707.44,4.761904762,35.372,4.3
731-14-2199,A,Member,Female,PID41,10,17.77,373.17,04/01/2019,13:34,Ewallet,355.4,4.761904762,17.77,7
390-80-5128,B,Member,Female,PID410,1,0.9575,20.1075,28-Jan-19,17:58,Credit card,19.15,4.761904762,0.9575,9.5
296-11-7041,B,Member,Female,PID411,1,1.3535,28.4235,12-Jan-19,20:07,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,B,Member,Female,PID412,1,1.956,41.076,26-Mar-19,11:02,Credit card,39.12,4.761904762,1.956,9.6
767-54-1907,B,Member,Female,PID413,5,7.39,155.19,13-Feb-19,16:59,Cash,147.8,4.761904762,7.39,6.9
710-46-4433,B,Member,Female,PID414,9,34.83,731.43,15-Feb-19,14:15,Credit card,696.6,4.761904762,34.83,4.5
234-03-4040,B,Member,Female,PID415,10,36.525,767.025,03-Mar-19,12:25,Credit card,730.5,4.761904762,36.525,8.7
731-59-7531,B,Member,Male,PID416,8,29.028,609.588,30-Mar-19,17:58,Cash,580.56,4.761904762,29.028,4.6
305-18-3552,B,Member,Male,PID417,10,30.19,633.99,12-Feb-19,16:19,Cash,603.8,4.761904762,30.19,6
438-01-4015,B,Member,Female,PID418,4,9.898,207.858,21-Mar-19,15:25,Ewallet,197.96,4.761904762,9.898,6.6
627-95-3243,B,Member,Female,PID419,9,34.956,734.076,04-Feb-19,13:21,Ewallet,699.12,4.761904762,34.956,9.8
126-54-1082,A,Member,Female,PID42,9,9.693,203.553,07/01/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8
608-04-3797,B,Member,Female,PID420,8,10.128,212.688,05-Mar-19,20:24,Ewallet,202.56,4.761904762,10.128,8.7
401-18-8016,B,Member,Female,PID421,1,4.9065,103.0365,21-Jan-19,17:36,Cash,98.13,4.761904762,4.9065,8.9
277-63-2961,B,Member,Male,PID422,1,3.6985,77.6685,03-Feb-19,15:53,Credit card,73.97,4.761904762,3.6985,5.4
387-49-4215,B,Member,Female,PID423,3,7.275,152.775,08-Jan-19,12:50,Cash,145.5,4.761904762,7.275,6.7
291-21-5991,B,Member,Male,PID424,5,15.3225,321.7725,29-Mar-19,14:28,Cash,306.45,4.761904762,15.3225,7
347-72-6115,B,Member,Female,PID425,7,31.759,666.939,16-Jan-19,18:03,Credit card,635.18,4.761904762,31.759,6.2
425-85-2085,B,Member,Male,PID426,5,13.715,288.015,29-Mar-19,16:48,Ewallet,274.3,4.761904762,13.715,9.8
339-38-9982,B,Member,Male,PID427,2,5.986,125.706,13-Jan-19,14:55,Ewallet,119.72,4.761904762,5.986,6.7
827-44-5872,B,Member,Female,PID428,10,27.18,570.78,07-Feb-19,11:28,Credit card,543.6,4.761904762,27.18,6.1
339-12-4827,B,Member,Female,PID429,1,3.698,77.658,05-Jan-19,11:32,Credit card,73.96,4.761904762,3.698,5
828-61-5674,A,Member,Male,PID43,10,22.01,462.21,20/03/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6
173-50-1108,B,Member,Female,PID430,4,4.036,84.756,13-Feb-19,12:14,Credit card,80.72,4.761904762,4.036,5
701-23-5550,B,Member,Male,PID431,4,7.762,163.002,19-Mar-19,13:40,Ewallet,155.24,4.761904762,7.762,4.9
198-66-9832,B,Member,Female,PID432,2,7.204,151.284,04-Feb-19,19:38,Cash,144.08,4.761904762,7.204,9.5
834-83-1826,B,Member,Female,PID433,5,20.51,430.71,25-Feb-19,17:16,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,B,Member,Male,PID434,10,13.335,280.035,29-Jan-19,11:48,Cash,266.7,4.761904762,13.335,8.6
339-96-8318,B,Member,Male,PID435,7,28.4585,597.6285,01-Mar-19,19:49,Ewallet,569.17,4.761904762,28.4585,6.3
359-90-3665,B,Member,Female,PID436,4,3.616,75.936,14-Jan-19,18:03,Credit card,72.32,4.761904762,3.616,9.5
585-11-6748,B,Member,Male,PID437,3,14.52,304.92,15-Mar-19,13:05,Cash,290.4,4.761904762,14.52,5.3
349-97-8902,B,Member,Male,PID438,2,5.789,121.569,17-Jan-19,10:37,Ewallet,115.78,4.761904762,5.789,8.9
789-23-8625,B,Member,Male,PID439,3,13.983,293.643,24-Jan-19,11:45,Cash,279.66,4.761904762,13.983,7.2
667-92-0055,A,Member,Male,PID44,6,29.949,628.929,04/03/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5
327-40-9673,B,Member,Male,PID440,6,21.78,457.38,13-Jan-19,19:51,Cash,435.6,4.761904762,21.78,6.9
670-79-6321,B,Member,Female,PID441,7,33.1065,695.2365,17-Jan-19,15:27,Credit card,662.13,4.761904762,33.1065,4.9
598-06-7312,B,Member,Male,PID442,1,4.5675,95.9175,16-Feb-19,15:42,Cash,91.35,4.761904762,4.5675,6.8
135-13-8269,B,Member,Female,PID443,2,7.888,165.648,26-Jan-19,16:04,Cash,157.76,4.761904762,7.888,9.1
628-90-8624,B,Member,Male,PID444,10,41.29,867.09,14-Mar-19,14:41,Cash,825.8,4.761904762,41.29,5
182-88-2763,B,Member,Male,PID445,3,11.9865,251.7165,20-Mar-19,19:28,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,B,Member,Male,PID446,10,33.235,697.935,15-Jan-19,15:01,Credit card,664.7,4.761904762,33.235,5
364-33-8584,B,Member,Female,PID447,5,4.4075,92.5575,08-Mar-19,15:27,Cash,88.15,4.761904762,4.4075,8.5
695-09-5146,B,Member,Female,PID448,3,14.8185,311.1885,23-Feb-19,20:00,Ewallet,296.37,4.761904762,14.8185,6.4
794-32-2436,B,Member,Male,PID449,2,5.567,116.907,27-Mar-19,15:08,Ewallet,111.34,4.761904762,5.567,6
565-17-3836,A,Member,Female,PID45,4,9.534,200.214,12/03/2019,14:21,Cash,190.68,4.761904762,9.534,9.1
574-31-8277,B,Member,Male,PID450,1,1.6815,35.3115,20-Mar-19,19:55,Cash,33.63,4.761904762,1.6815,5.6
149-15-7606,B,Member,Male,PID451,9,16.794,352.674,06-Mar-19,15:31,Ewallet,335.88,4.761904762,16.794,5.1
133-77-3154,B,Member,Male,PID452,4,12.036,252.756,16-Feb-19,18:04,Credit card,240.72,4.761904762,12.036,9.4
725-67-2480,B,Member,Female,PID453,6,17.625,370.125,24-Mar-19,18:14,Credit card,352.5,4.761904762,17.625,5.9
779-42-2410,B,Member,Male,PID454,3,8.661,181.881,20-Feb-19,13:06,Ewallet,173.22,4.761904762,8.661,7.7
642-61-4706,B,Member,Male,PID455,2,9.34,196.14,30-Mar-19,16:34,Cash,186.8,4.761904762,9.34,5.5
242-11-3142,B,Member,Male,PID456,2,8.377,175.917,24-Feb-19,19:57,Cash,167.54,4.761904762,8.377,4.6
752-23-3760,B,Member,Female,PID457,7,22.428,470.988,19-Feb-19,19:29,Credit card,448.56,4.761904762,22.428,7.3
528-87-5606,B,Member,Female,PID458,1,1.974,41.454,12-Feb-19,19:43,Cash,39.48,4.761904762,1.974,6.5
510-79-0415,B,Member,Female,PID459,6,6.924,145.404,24-Jan-19,19:20,Ewallet,138.48,4.761904762,6.924,4.9
430-60-3493,A,Member,Female,PID46,7,33.208,697.368,03/02/2019,14:38,Cash,664.16,4.761904762,33.208,4.2
241-96-5076,B,Member,Female,PID460,2,4.91,103.11,08-Jan-19,12:58,Credit card,98.2,4.761904762,4.91,6.4
767-97-4650,B,Member,Female,PID461,2,6.483,136.143,08-Jan-19,11:59,Credit card,129.66,4.761904762,6.483,8
191-29-0321,B,Member,Female,PID462,10,9.885,207.585,27-Feb-19,18:57,Credit card,197.7,4.761904762,9.885,5
729-06-2010,B,Member,Male,PID463,9,36.2115,760.4415,06-Jan-19,11:18,Cash,724.23,4.761904762,36.2115,9.2
640-48-5028,B,Member,Female,PID464,9,39.7755,835.2855,02-Mar-19,12:40,Cash,795.51,4.761904762,39.7755,6.3
821-14-9046,B,Member,Female,PID465,6,5.244,110.124,18-Jan-19,15:04,Credit card,104.88,4.761904762,5.244,6.1
434-35-9162,B,Member,Male,PID466,4,4.668,98.028,04-Feb-19,18:53,Ewallet,93.36,4.761904762,4.668,7.4
299-29-0180,B,Member,Female,PID467,7,18.263,383.523,09-Mar-19,10:54,Cash,365.26,4.761904762,18.263,9.3
238-45-6950,B,Member,Male,PID468,1,2.686,56.406,01-Mar-19,20:03,Ewallet,53.72,4.761904762,2.686,6.4
197-77-7132,B,Member,Male,PID469,8,36.624,769.104,12-Jan-19,18:22,Ewallet,732.48,4.761904762,36.624,6
278-97-7759,A,Member,Female,PID47,1,3.124,65.604,18/02/2019,20:29,Cash,62.48,4.761904762,3.124,4.7
457-13-1708,B,Member,Male,PID470,10,32.615,684.915,08-Jan-19,19:07,Credit card,652.3,4.761904762,32.615,5.2
487-79-6868,B,Member,Female,PID471,9,5.5305,116.1405,26-Mar-19,19:28,Credit card,110.61,4.761904762,5.5305,8
210-30-7976,B,Member,Female,PID472,4,4.464,93.744,14-Mar-19,11:16,Ewallet,89.28,4.761904762,4.464,4.1
785-96-0615,B,Member,Female,PID473,8,14.296,300.216,17-Feb-19,15:28,Ewallet,285.92,4.761904762,14.296,4.9
842-40-8179,B,Member,Female,PID474,10,38.6,810.6,11-Feb-19,10:38,Credit card,772,4.761904762,38.6,5.6
707-32-7409,B,Member,Female,PID475,4,19.108,401.268,26-Feb-19,11:58,Ewallet,382.16,4.761904762,19.108,4.5
457-94-0464,B,Member,Male,PID476,9,39.5415,830.3715,31-Jan-19,20:32,Ewallet,790.83,4.761904762,39.5415,5.6
831-81-6575,B,Member,Female,PID477,9,34.0155,714.3255,23-Feb-19,11:12,Cash,680.31,4.761904762,34.0155,8
869-11-3082,B,Member,Male,PID478,4,19.232,403.872,27-Jan-19,20:03,Credit card,384.64,4.761904762,19.232,8.4
190-59-3964,B,Member,Male,PID479,5,11.79,247.59,03-Feb-19,14:35,Credit card,235.8,4.761904762,11.79,6
